,score,review
870,0.022183261811733246,"The TV guide described the plot of SEVERED TIES as thus : "" An experiment on a severed arm goes awry "" so right away I thought this was going to be about an arm that`s got a mind of its own as seen in"
1757,0.022205768153071404,"When converting a book to film, it is generally a good idea to keep at least some of the author's intended tone or conveyed concepts, rather than ignoring the author altogether. While it is clear that"
778,0.02261461317539215,"There's been a vogue for the past few years for often-as-not ironic zombie-related films, as well as other media incarnations of the flesh- eating resurrected dead. ""Fido"" is a film that's either an a"
2981,0.023652203381061554,"In my humble opinion, this version of the great BDWY musical has only two things going for it - Tyne Daly and the fact that there is now a filmed version with the original script. (OK Vanessa Williams"
526,0.024344082921743393,"Well...tremors I, the original started off in 1990 and i found the movie quite enjoyable to watch. however, they proceeded to make tremors II and III. Trust me, those movies started going downhill rig"
1526,0.02522449381649494,This is not a film you can really analyse separately from it's production. The audience became the film-makers to an extent unprecedented in the history of the American film industry; we felt so invol
2864,0.026362892240285873,"This 1973 TV remake of the Billy Wilder classic is inferior to the original. Surprise!<br /><br />First, the good things. Lee J. Cobb makes a terrific Barton Keyes. He's not as good as Edward G. Robin"
1514,0.026783412322402,I'm a huge fan of Ivan Reitman-I loved Evolution and who didn't like Ghostbusters? From the trailer you already know that Uma's character will get dumped by Luke's.So the build-up is obviously towards
1927,0.027361517772078514,"This Italian movie is basically a soap opera with skin.<br /><br />The VHS box said it was rated ""R"" but the into on the actual tape inside said it was ""X."" The latter makes a lot more sense because t"
534,0.027644172310829163,"Live Feed is set in some unnamed Chinese/Japanese Asian district somewhere as five American friends, Sarah (Ashley Schappert), Emily (Taayla Markell), Linda (Caroline Chojnacki), Mike (Lee Tichon) & D"
1328,0.029968831688165665,"Hunters chase what they think is a man through the forest, though the audience sees he is a werewolf. The hunters never seem to realize this, because after they shoot him, he looks normal when they de"
3008,0.03083469159901142,"The Flock is not really a movie. It's a wannabe movie, with wannabe actors. Not including Richard Gere, he gave an excellent performance, but when only one of the actors truly gives himself to his cha"
228,0.031520698219537735,"Whoever made this movie must have done it as a joke. I mean, this was the stupidest movie I think I have ever seen!! A killer snowman terrorizes a small town? Give me a break. Love it when he takes of"
2824,0.0324493944644928,"To preface this review, I must say that I was, I suppose, a little curious about this movie.. However, I probably would not have seen it had I not had my arm slightly twisted.<br /><br />In my opinion"
2212,0.03433165326714516,"Film version of Sandra Bernhard's one-woman off-Broadway show is gaspingly pretentious. Sandra spoofs lounge acts and superstars, but her sense of irony is only fitfully interesting, and fitfully funn"
291,0.0367240309715271,1st watched 12/7/2002 - 3 out of 10(Dir-Steve Purcell): Typical Mary Kate & Ashley fare with a few more kisses. It looks to me like the girls are getting pretty tired of this stuff and it will be inte
1538,0.03843289613723755,"We see a body of dead girl in a morgue with the coroner trying to close the eyes of the girl, but whatever he tries they won't stay open. After this we move into the future and we follow a group of fo"
1218,0.039009470492601395,I read in the papers that W.Snipes was broke so no wonder he would take parts in low budget projects like The Contractor.He is just the next action star to join a growing club:the penniless action sta
2367,0.03926094248890877,"When I first tuned in on this morning news, I thought, ""wow, finally, some entertainment."" It was slightly amusing for a week or so... But we have to face it, these news reporters (if one can even cal"
2458,0.04088124260306358,Lets put it this way. I actually get this movie. I get what the writer/directer was trying to do. I understand that the dialog was meant to be dry and emotionless. I understand that the plot was suppo
807,0.04169106110930443,How many fricken' times do we have to see a spook walking by in the background & peaking through a mirror's reflection? It's been done in two dozen movies in recent memory & four dozen times in this c
2625,0.04276866093277931,"Superman II - The Richard Donner Cut should be a fan's dream come true. At long last, footage only seen in photos and scenes that only existed on the printed page would finally come to life. A directo"
2235,0.04306473955512047,"For most younger viewers out there, they probably have no idea who Buster Keaton was. So, because of this, they probably won't feel nearly as sad when watching this film as I did. I happen to be a sil"
11,0.04523616284132004,"The message of this movie is ""personality is more important than beauty"". Jeanine Garofalo is supposed to be the ""ugly duckling"", but the funny thing is that she's not at all ugly (actually she's a lo"
1326,0.045252248644828796,"I can't recommend this film as a date movie. Gary Oldman's semi-autobiographical account of life lived on a South East London estate is a violent, Beckettian account of one of Dante's circles of hell,"
2378,0.045425381511449814,"or anyone who was praying for the sight of Al Cliver wrestling a naked, 7ft tall black guy into a full nelson, your film has arrived! Film starlet Laura Crawford (Ursula Buchfellner) is kidnapped by a"
2556,0.04595448449254036,"You remember the Spice Girls movie and how bad it was (besides the songs), well their manager Simon Fuller (also this band's manager) makes the same error putting S Club (another of my favourite bands"
1844,0.04671226441860199,"When I noticed that ""Hamish Macbeth"" was being broadcast in the United States, I was thrilled. I then had the misfortune to watch the darn thing. I adore M. C. Beaton's books about the wonderful Scott"
2234,0.04805171862244606,"Who is Bettie Page? I certainly didn't find out while watching this movie. From what I have gathered from other sources, Ms. Page was highly in demand in the post-world war II period as the queen of """
871,0.04822143539786339,"When I look for new cars, I expect not to be shown boats. When I drink fountain Coke, I should expect that the drink contains Coke. When I watch a movie that embellishes itself with the name of en exc"
1605,0.05010516569018364,"In this movie, Chávez supporters (either venezuelan and not-venezuelan) just lie about a dramatic situation in our country. <br /><br />They did not say that the conflict started because of Chávez ann"
2666,0.0503736287355423,five minutes after watching this i logged on to IMDb to warn all of you out there not to bother with this movie... genre:horror? it had moments of mild suspense and throughout the whole movie i was th
1550,0.05059405043721199,"This movie portrays Ruth as a womanizing, hard drinking, gambling, overeating sports figure with a little baseball thrown in. Babe Ruths early life was quite interesting and this was for all intents a"
2954,0.05279260128736496,"There are plenty of comments already posted saying exactly how I felt about this film so Ill keep it short.<br /><br />""The Grinch"" I thought was marvellous - Jim Carrey is a truly talented, physical "
2111,0.053999125957489014,"""Back of Beyond"" takes place at a dive diner/gas station in the middle of the Australian desert run by Tom McGregor (Paul Mercurio), a shy guy who suddenly finds himself in a spot of trouble when some"
2223,0.054708752781152725,"I got this movie because I worked at a movie store so I got free rentals. It came in, and the cover made it look alright. Hot chick, carrying a weapon, alright, I'll check it out.<br /><br />Oh man, b"
3025,0.056382644921541214,"Generally over rated movie which boasts a strong cast and some clever dialog and of course Dean Martin songs. Problem is Nicholas Cage, there is no chemistry between he and Cher and they are the centr"
451,0.05901673063635826,"Some have praised -Atlantis:-The Lost Empire- as a Disney adventure for adults. I don't think so--at least not for thinking adults.<br /><br />This script suggests a beginning as a live-action movie, "
1489,0.0591248981654644,"Audrey, I know you truly cherish your husband Ted's memory but PLEASE do his legacy justice and heed his wishes. Dr. Seuss refused to license his characters during his lifetime for a very good reason."
813,0.060141608119010925,"Prior to this film, I had only seen two films by director Andrea Bianchi: the trashy zombie flick Le Notti del Terrore (1981), famous amongst horror fans for its unforgettable performance from man-chi"
1429,0.06037106737494469,"THAT'S certainly a strange way to promote a film upon which a great deal rested. And it seems like plain suicide on the part of the studio, given that (1) The feuds between the cast were well known lo"
1823,0.06104259192943573,"The motion picture was, in all likelihood, made in the year 1930 and released in 1931. I would surmise that talking motion pictures had great difficulty in making the transition from the silent era. N"
2303,0.061341896653175354,"I love the frequently misnomered ""Masters of Horror"" series. Horror fans live in a constant lack of nourishment. Projects like this (and the similar ""Greenlight Project"" with gave us ""Feast"" - like it"
2046,0.06151565536856651,It must be the most corniest TV show on the air. This is probably a escape for Jim Belushi and all of his bad movies. His brother sucked all the talent out he younger brother. I hope this show is canc
681,0.061958204954862595,"I actually saw this movie at a theater. As soon as I handed the cashier my money, she said two words I had never heard at a theater, before or since: ""No refunds!"" As soon as I heard those words, I sh"
518,0.06346206367015839,The first time I watched Cold Case was after it had run for about a year on Danish television. At the time it came to the TV it nearly drowned in 4 or 5 other American crime shows aired roughly the sa
1658,0.06361781060695648,"First of all, yes, animals have emotions. If you didn't know that already, then I believe you are a moron. But let's assume that none of us are morons. We all know that animals have emotions, and we n"
409,0.06421057879924774,Hybrid starts as water treatment planet security guard Aaron Scates (Cory Monteith) is involved in an accident which leaves him blind. Luckily it just so happens that brilliant scientist Dr. Andrea He
42,0.0646531879901886,"Early film directed by D.W. Griffith; it features a gloriously happy King (Arthur V. Johnson) and his Queen (Marion Leonard) - but, wait! When the King leaves the scene, his Queen makes music with the"
2170,0.06480854004621506,"Suggesting nothing less than a movie-length version of the 1970s TV hit ""Love, American Style,"" decked out with flashes of nudity, ""Superchick"" (1973) is a lighthearted piece of fluff that somehow sti"
340,0.06528015434741974,"OK, I kinda like the idea of this movie. I'm in the age demographic, and I kinda identify with some of the stories. Even the sometimes tacky and meaningless dialogue seems semi-realistic, and in a dif"
565,0.06713351607322693,This DVD appears to be targetted at someone who will just put it on and play it in an endless loop in the background. It's organized as a series of music videos of the Grand Canyon set to various piec
1367,0.06796451658010483,I rented I AM CURIOUS-YELLOW from my video store because of all the controversy that surrounded it when it was first released in 1967. I also heard that at first it was seized by U.S. customs if it ev
1821,0.06802035868167877,"Steven Seagal, Mr. Personality himself, this time is the United States' greatest Stealth pilot who is promised a pardon from the military(..who attempted to swipe his memory at the beginning of the mo"
3052,0.06822199374437332,"By all the fawning people have been doing over Miike and his work. I sat through this flick tonight. I figured, if it's half as good as Ringu, as I assumed from these comments it might be, than it wil"
901,0.06834995746612549,Kareena Kapoor in a bikini hmmmmmmmm.<br /><br />Akshay Kumar...<br /><br />Anil Kapoor....<br /><br />Maybe Saif....<br /><br />Kareena Kapoor in a bikini.....<br /><br />Good Banner..<br /><br />Kar
1144,0.06863679736852646,"After just 15 minutes into this film, I began to miss Zhang Yimou's earlier, more weighty films that looked at the politics and society of China from unique perspectives. His turn to martial arts film"
1196,0.06870389729738235,"You do realize that you've been watching the EXACT SAME SHOW for eight years, right? I could understand the initial curiosity of seeing strangers co-exist on an Island, but you'd think that after watc"
2841,0.06870389729738235,"You do realize that you've been watching the EXACT SAME SHOW for eight years, right? I could understand the initial curiosity of seeing strangers co-exist on an Island, but you'd think that after watc"
170,0.06870390474796295,"You do realize that you've been watching the EXACT SAME SHOW for eight years, right? I could understand the initial curiosity of seeing strangers co-exist on an Island, but you'd think that after watc"
2502,0.06942710280418396,"I hate to sound like an 'old person', but frankly I haven't seen too many movies that I like that were made after 1960... generally, movies just seem to get worse and worse (although I quite enjoyed t"
3003,0.07018035650253296,"I saw the film tonight at a free preview screening, and despite the fact that I didn't pay a dime to see this film I still felt ripped off. Ladies and gentlemen, time is money and if you see this film"
1431,0.07329080253839493,I came to NEW PORT SOUTH expecting a surrogate movie about the Columbine school massacre similar to Gus Van Sant's ELEPHANT and certainly the synopsis in the TV guide stating that a student sociopath 
1856,0.07350344955921173,"""A death at a college campus appears to be a suicide but is actually a cover for murder. The dead man's roommate finds himself embroiled in a mystery as he tries to uncover the truth behind the young "
1793,0.07388296723365784,"Recap: Full moon. A creature, a huge werewolf, is on the hunt. Not for flesh, not for blood (not that it seem to mind to take a bite on the way though), but for a mate. He is on the hunt for a girl. N"
2787,0.07468222081661224,"When Stanwyck's husband-to-be is murdered on the eve of their wedding, she retreats to a mountain lodge, where she slips (sort of) off a cliff and is rescued by wealthy attorney Morgan. Morgan falls i"
3085,0.07514636218547821,"I expected this to be a lot better. I love Tim Burton's work, so I was really excited to see these online short films. Well, they weren't at all what I had expected.<br /><br />I don't really know wha"
1119,0.07617761194705963,The five or so really good westerns that Mann made are unequaled as an ensemble in Hollywood. Even John Ford never made that many with so much quality. The curious thing about them all is how uneven t
1828,0.07674002647399902,"I will admit that I'm only a college student at this present time, an English major at that. At the time I saw this film I was a high school student--I want to say junior year but it may have been sen"
136,0.07818417996168137,There is no question as to who is in command of the training of cadets in this film: Major Chick Davis (Pat O'Brien). O'Brien plays an officer who adheres to military discipline in the creation of a n
2615,0.0788799449801445,"First of all, I firmly believe that Norwegian movies are continually getting better. From the tedious emotional films of the 70's and 80's, movies from this place actually started to contain a bit of "
789,0.07923881709575653,"Story of a man who has unnatural feelings for a pig. Starts out with a opening scene that is a terrific example of absurd comedy. A formal orchestra audience is turned into an insane, violent mob by t"
2128,0.08020899444818497,"Michael Bennett and Nicholas Dante's Broadway show ran for years, but evidence of its power and charisma is lost in this movie adaptation, which most likely stems from the choice of director (Richard "
1089,0.08132977038621902,"The first 45 minutes of Dragon Fighter are entirely acceptable and surprisingly watchable. The characters are believable and interesting. The cloning lab looks really high-tech. After that, it all col"
3045,0.08273284137248993,It is hard to describe this film and one wants to tried hard not to dismiss it too quickly because you have a feeling that this might just be the perfect film for some 12 years old girl...<br /><br />
739,0.08336695283651352,"Dolph Lundgren stars as a templar who comes to New York when a key that unlocks the anti-Christ is found by an archaeologist, of course the demon is only a couple miles behind Dolph and isn't killed s"
769,0.08388935029506683,"Just in time to capitalize on the long-awaited movie version of ""Dreamgirls"" is the DVD release of this semi-forgotten 1976 musical melodrama that also takes the rise of the Supremes as its inspiratio"
509,0.0848345011472702,Writer/Director Bart Sibrel bases his work here around a can of film that he says was mistakenly sent to him by NASA. He says it shows the astronauts faking the television footage of their trip to the
708,0.08497331291437149,"To quote the film, ""It's better not to know. Better still to forget. Best of all to be abandoned."" Oh, the irony.<br /><br />A ghost story with all the technical refinements of a Hollywood horror film"
1688,0.08549594134092331,"A few months ago, I was involved in a debate with another IMDb poster (Hey, Kmadden) about this film. The poster insisted that if I gave 'Flushed Away' a chance, I would like it. Based partially on th"
2366,0.0866425409913063,"I had the opportunity to preview this film as a member of a test audience, and the only thing which kept me in my seat was the chance to fill out the post-screening survey. I felt the film's biggest p"
2679,0.08706999570131302,"Generally, I've found that if you don't hear about a movie prior to seeing it on DVD, there's probably a good reason for it. I hadn't heard about this movie at all until I was in a Blockbuster the oth"
1139,0.08941467106342316,A very young Ginger Rogers trades quick quips and one liners with rival newspaper reporter Lyle Talbot in this 1933 murder mystery from Poverty Row film maker Allied Productions. The movie opens with 
290,0.09027817845344543,"For some reason, various young couples hiking through the Italian Alps split up to see who can reach their campsite designation first. James (Gregory Lee Kenyon) enters a cave, finds a skeleton of an "
985,0.09032081067562103,"A couple move into their dream home, unaware that it and its neighbours have been built over land formerly used as a cemetery. The film is said to have been based on a true story, although how much of"
837,0.09064771234989166,"The saddest thing about this ""tribute"" is that almost all the singers (including the otherwise incredibly talented Nick Cave) seem to have missed the whole point where Cohen's intensity lies: by deliv"
1370,0.09102995693683624,"You just got to love opening sequences like the one in ""Seven Women for Satan""  During the intro there's a naked girl running through the woods, chased by a hunting dog and a malignant looking dude o"
189,0.09270555526018143,This is supposed to be well-researched and based on fact. How come therefore that it's so packed with McGovernisms. Did the people of Derry live in some kind of bizarre Philip K. Dick world in which r
895,0.09297419339418411,Prom Night 2 is an OK horror movie but prom night is way better and this movies about how the prom Queen Mary Lou in 1957 gets killed by her boyfriend and comes back 30 years later for revenge.The bes
218,0.09316730499267578,"Some moron who read or saw some reference to angels coming to Earth, decided to disregard what he'd heard about the offspring of humans and angels being larger than normal humans. Reinventing them as "
1343,0.09348273277282715,"Brides are dying at the altar and their corpses are vanishing. No one knows why or who, but an investigative reporter (Luana Walters) notes that each bride was wearing a strange orchid and she goes to"
3,0.09413280338048935,"Here's a horror version of PRISCILLA: QUEEN OF THE DESERT (they wish!) starring Melinda/Mindy (RETURN OF THE LIVING DEAD 3) Clarke as Candy, a desert dweller who pulls off a bank heist with boyfriend "
2157,0.09450756758451462,"""Her Cardboard Lover"" is Norma Shearer's last movie. She quit the movies and, I think, joined the Board of Directors at MGM. That was a good move on her part. ""Her Cardboard Lover"" was talky and borin"
1758,0.09621992707252502,"Despite its stereotypes, virtually 'no-name' cast and an obviously low budget I thought this film was alright; much better than I expected it to be. I was skeptical at first - the idea of a computer v"
1533,0.0962480679154396,George Brent is a reporter sent to interview an heiress. She is supposedly the heir to a face cream fortune. He interviews her on her yacht. They fall for each other in bathing costumes.<br /><br />It
1244,0.09648902714252472,"If Alien, Jurassic Park and countless other sci fi horror movies are your cup of tea, add a lot of sugar and you'll get this one down. The film begins in jolly old England around 1100ad and then jumps"
805,0.09772733598947525,Haunted Boat sells itself as 'The Fog' meets 'Open Water'. In many ways this is accurate. There are scares and weird looking people to keep you interested.<br /><br />However the acting ability is poo
1622,0.0982939600944519,"After the success of Scooby-Doo, Where are You, they decided to give Scooby and Shaggy their own show. But unfortunately, they added a new character that spoilt Scooby-Doo success forever. They invent"
12,0.09889153391122818,This is the crappiest film I have ever seen but in all fairness it's watchable and rather funny. I don't think the film-makers intended it to be your typical Hollywood blockbuster quality. It's just a
1237,0.09984450787305832,"""Rival reporters Pat Morgan (Ginger Rogers) and Ted Rand (Lyle Talbot) are always trying to out-scoop each other on stories. The latest involves the mysterious death of a philanthropist who fell to hi"
2258,0.10049709677696228,"... mainly because Ju-on 2 boasts an outrageous FORTY minutes' worth of material literally taken straight out of the first Ju-on - and when you consider that the sequel only runs for 76 minutes, that "
2665,0.1009160652756691,"It seems like this is the only film that John Saxon ever directed, and that he had the good sense to stop after that and stay in front of the camera. This movie is a dog, from start to finish, and it'"
1779,0.10144268721342087,be warned: this movie tells lots of love stories without any coherence.<br /><br />The only intention of this movie seems to be showing love in many different ways.<br /><br />Each story has only a fe
1815,0.10315278172492981,"It used to be my thinking that movies required plots, or some other means of making you care at all about the story line or anything that is going on. This movie has showed me that you don't actually "
676,0.10336490720510483,STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday Morning <br /><br />Marshall Lawson (Steven Seagal) is assigned to France on a reconaissance mission alo
2411,0.10444451868534088,Bela Lugosi plays Dr. Lorenz who loves his wife so much that he will do anything to keep her young. This film starts off with a wedding as the bride is about to take her vows she suddenly collapses. S
181,0.10511316359043121,"My dear Lord,what a movie! Let's talk about the ""special effects"" first. Don't get me wrong here, I am not one of those effect fanatics but I was truly thinking that superimposition was a practice of "
1971,0.1068526953458786,"What can I say about Cruel intentions 2? Well, I can say in all honesty, I will only watch this film again if I am fastened to a chair and have my eyes opened clockwork-orange-style.<br /><br />The fi"
1219,0.10727632790803909,"""You're not going to shoot those little creatures. In the first place, they haven't done you any harm. In the second place, they may be radioactive."" Ah, the joys of no-budget 50s sci-fi Yet despite "
2780,0.10788130015134811,"Please note that I haven't seen the film since I discovered it in 2007, and my town is smaller and doesn't carry it. However, I really want to say something about it. I'm actually doing research for u"
2220,0.10848618298768997,"I would perhaps give 6 or 7 to this propaganda film because it shows when and how a propaganda film becomes successful. If there are people who watch this piece and think that ""well then Jews must hav"
2752,0.10864391922950745,I try to be very objective when I view a low budget movie. I also apply a lower weight to independent and low budget productions versus the big budget productions. I expect near flawlessness from big 
754,0.10924026370048523,"Don't let the name of this film deceive you, In reality Jake Speed the character is quite possibly the laziest action hero ever known to film. When Jake Speed is not saving virgin girls from evil madm"
353,0.11071605980396271,"Knowing Enki Bilal's comics for quite some time, I had to see this movie. I have thought this would be a good way for the artist as Bilal to spread his art and ideas to wider audience. I have also tho"
2697,0.11266295611858368,"After I got done watching this movie I was so upset that I had wasted 2 hours of my life. That's 2 hours I'll never get back. Ugh. When you start this you might think ""Wow this is really good!"" But re"
1027,0.11343381553888321,Watching this last night it amazed me that Fox spent so much money on it and got so little back on their investment. It's the kind of disaster that has to be seen to be believed.<br /><br />I'm sure t
792,0.1135297641158104,"With a cast of stalwart British character actors and pleasing photography of 1950s Britain, I had hoped and expected to be more entertained by this film. Unfortunately I found myself glued to it for t"
348,0.11376320570707321,"Before this made for TV movie began, I had relatively low expectations. That's because it was made after the final episode of the series had aired and many of the series originals were gone. There is "
2406,0.11384443193674088,For me this is a story that starts with some funny jokes regarding Franks fanatasies when he is travelling with a staircase and when he is sitting in business meetings... The problem is that when you 
684,0.11410632729530334,I don't know how to describe this movie. It's definitely one of the weirdest movies I've seen in a long time. It is very unsettling at times but also boring in other places. The scenes of dental tortu
2514,0.11424794048070908,"This beautifully filmed and scripted episode was let down for two reasons. 1) Perhaps it was the morality of the 1950s talking, but no man left alone on an asteroid for years would react with such hys"
580,0.11457314342260361,"....ripoff of a dozen better films. Particularly Steven Martin's ""LA Story"", which at least had the grace to be obviously fictional even though it starred his then-girlfriend playing his girlfriend in"
1783,0.1161564365029335,"1st watched 8/3/2003 - 2 out of 10(Dir-Brad Sykes): Mindless 3-D movie about flesh-eating zombies in a 3 story within a movie chronicle. And yes, we get to see zombies eating human flesh parts in 3D!!"
3049,0.11623211950063705,"Forest of the Damned starts out as five young friends, brother & sister Emilio (Richard Cambridge) & Ally (Sophie Holland) along with Judd (Daniel Maclagan), Molly (Nicole Petty) & Andrew (David Hood)"
76,0.11696887761354446,"you have a strong stomach. Holden was actually 55 years old at filming but looked near 70 and he only lived another 8 years. At one point Holden said, ""I am over twice your age."" Okay, try triple gran"
2939,0.1170438751578331,"I desperately want to give this movie a 10...I really do. Some movies, especially horror movies are so budget that they are good. A wise-cracking ninja scarecrow who can implement corn cobs as lethal "
1448,0.11716938763856888,"Remember when Harrison Ford was the biggest star in Hollywood because he made great movies? Those days are feeling like a more and more distant memory.<br /><br />While ""Hollywood Homicide"" is by no m"
2127,0.11739051342010498,"I grew up (b. 1965) watching and loving the Thunderbirds. All my mates at school watched. We played ""Thunderbirds"" before school, during lunch and after school. We all wanted to be Virgil or Scott. No"
1386,0.11767101287841797,"That is the only thing I can positive to say about this movie. Cleveland is the star, I've been there and never saw the city look this good. Beautiful river and cityscapes.<br /><br />This movie moves"
677,0.1180124282836914,"This film is about a male escort getting involved in a murder investigation that happened in the circle of powerful men's wives.<br /><br />I thought ""The Walker"" would be thrilling and engaging, but "
2961,0.12024038285017014,Alone in the Dark is Uwe Boll's kick in the nuts to Hollywood after House of the Dead's punch in the face.<br /><br />If anything it proves just how much of a master manipulator Boll is. After forcing
2850,0.12061597406864166,"Will Farmer (Lanter) plays a computer game that simulates a terrorist attack, and Ripley, the super government computer, designed to profile potential terrorists, tracks him because Will borrowed (by "
163,0.12151015549898148,"The majority of Stephen King's short stories are little gems, with original ideas that don't take a long time to develop; basically lean and mean--he sets them up quickly in a scarce number of pages, "
1664,0.12189990282058716,"If I had known this movie was filmed in the exasperating and quease-inducing Dogme 95 style, I would never have rented it. Nevertheless, I took a dramamine for the seasickness and gave it a shot. I la"
1046,0.1241002231836319,"My favorite quote from Crow was, when the car was going off the cliff, ""The movie is so bad, even the car wants to get out of it!""<br /><br />This had to be the funniest movie I have ever seen. It was"
264,0.12608367204666138,Probable reasons why so many people on this site have enjoyed this:<br /><br />1. They might not have read the book. 2. They might enjoy gore and violence in a film. 3. They might be very young and th
374,0.1266731172800064,"I was China in this film. I choose the screen name Sheeba Alahani because I was modeling at the time in Italy and they couldn't pronounce my real name correctly, so I choose Sheeba and then added Alah"
2336,0.12686781585216522,"This movie is told through the eyes of a young teacher at a catholic school, watching as the RAWANDAN genocide un-furls around him.<br /><br />The movie starts off with a brief explanation about the p"
15,0.1269427090883255,"Today I found ""They All Laughed"" on VHS on sale in a rental. It was a really old and very used VHS, I had no information about this movie, but I liked the references listed on its cover: the names of "
2659,0.12710648775100708,"I can't figure Al Pacino out. I watch him in the Godfather, Scarface, Carlito's Way, and I think I am watching one of the greatest actors of the last thirty years. Then I see him in Two for the Money,"
